College,Course Prefix,Department,Total Students,gpa_total,Average GPA,semester
Liberal Arts,AAS,Asian American Studies,150.0,457.02,3.0468,Spring 2021
Liberal Arts,AFR,African And African Diaspora Studies,578.0,1462.33,2.53,Spring 2021
Liberal Arts,AMS,American Studies,470.0,1344.84,2.8614,Spring 2021
Liberal Arts,ANS,Asian Studies,307.0,938.43,3.0568,Spring 2021
Liberal Arts,ANT,Anthropology,2363.0,6915.91,2.9267,Spring 2021
Liberal Arts,ARA,Arabic,113.0,369.36,3.2687,Spring 2021
Liberal Arts,ASL,American Sign Language,186.0,642.75,3.4556,Spring 2021
Liberal Arts,C C,Classical Civilization,1623.0,4673.8,2.8797,Spring 2021
Liberal Arts,C L,Comparative Literature,11.0,39.67,3.6064,Spring 2021
Liberal Arts,CHI,Chinese,272.0,888.1,3.2651,Spring 2021
Liberal Arts,CRW,Creative Writing,146.0,482.71,3.3062,Spring 2021
Liberal Arts,CTI,Core Texts And Ideas,158.0,463.07,2.9308,Spring 2021
Liberal Arts,E,English,3507.0,10518.14,2.9992,Spring 2021
Liberal Arts,ECO,Economics,2992.0,6408.26,2.1418,Spring 2021
Liberal Arts,EUS,European Studies,157.0,448.02,2.8536,Spring 2021
Liberal Arts,FR,French,884.0,2686.64,3.0392,Spring 2021
Liberal Arts,GER,German,226.0,659.75,2.9192,Spring 2021
Liberal Arts,GK,Greek,28.0,90.67,3.2382,Spring 2021
Liberal Arts,GOV,Government,6466.0,15886.19,2.4569,Spring 2021
Liberal Arts,GSD,"German, Scandinavian, And Dutch Studies",31.0,109.68,3.5381,Spring 2021
Liberal Arts,H S,Health And Society,473.0,1626.89,3.4395,Spring 2021
Liberal Arts,HDO,Human Dimensions Of Organizations,280.0,969.4,3.4621,Spring 2021
Liberal Arts,HEB,Hebrew,11.0,38.33,3.4845,Spring 2021
Liberal Arts,HIN,Hindi,27.0,97.34,3.6052,Spring 2021
Liberal Arts,HIS,History,4779.0,14246.05,2.981,Spring 2021
Liberal Arts,ILA,Iberian And Latin American Languages And Cultures,7.0,23.009999999999998,3.2871,Spring 2021
Liberal Arts,IRG,International Relations And Global Studies,344.0,1025.52,2.9812,Spring 2021
Liberal Arts,ITC,Italian Civilization,16.0,57.0,3.5625,Spring 2021
Liberal Arts,ITL,Italian,166.0,385.73,2.3237,Spring 2021
Liberal Arts,J S,Jewish Studies,74.0,245.66,3.3197,Spring 2021
Liberal Arts,JPN,Japanese,399.0,1206.75,3.0244,Spring 2021
Liberal Arts,KOR,Korean,86.0,279.69,3.2522,Spring 2021
Liberal Arts,L A,Liberal Arts,147.0,496.0,3.3741,Spring 2021
Liberal Arts,LAH,Liberal Arts Honors,345.0,1308.82,3.7937,Spring 2021
Liberal Arts,LAS,Latin American Studies,107.0,312.36,2.9193,Spring 2021
Liberal Arts,LAT,Latin,61.0,166.67,2.7323,Spring 2021
Liberal Arts,LIN,Linguistics,361.0,934.0699999999999,2.5875,Spring 2021
Liberal Arts,M S,Military Science,25.0,98.01,3.9204,Spring 2021
Liberal Arts,MAS,Mexican American Studies,472.0,1537.19,3.2568,Spring 2021
Liberal Arts,MEL,Middle Eastern Languages And Cultures,11.0,41.67,3.7882,Spring 2021
Liberal Arts,MES,Middle Eastern Studies,96.0,295.36,3.0767,Spring 2021
Liberal Arts,N S,Naval Science,21.0,75.0,3.5714,Spring 2021
Liberal Arts,NOR,Norwegian,14.0,47.34,3.3814,Spring 2021
Liberal Arts,PHL,Philosophy,1963.0,5512.44,2.8082,Spring 2021
Liberal Arts,POR,Portuguese,109.0,363.04,3.3306,Spring 2021
Liberal Arts,PRC,Portuguese Civilization,26.0,85.02,3.27,Spring 2021
Liberal Arts,PRS,Persian,24.0,70.34,2.9308,Spring 2021
Liberal Arts,PSY,Psychology,4716.0,13817.18,2.9299,Spring 2021
Liberal Arts,R S,Religious Studies,379.0,1377.72,3.6351,Spring 2021
Liberal Arts,REE,"Russian, East European, And Eurasian Studies",146.0,493.71,3.3816,Spring 2021
Liberal Arts,RHE,Rhetoric And Writing,1530.0,4689.84,3.0653,Spring 2021
Liberal Arts,RIM,"Race, Indigeneity, And Migration",11.0,31.34,2.8491,Spring 2021
Liberal Arts,RUS,Russian,90.0,290.69,3.2299,Spring 2021
Liberal Arts,S S,Social Science,88.0,316.36,3.595,Spring 2021
Liberal Arts,SOC,Sociology,2893.0,8937.92,3.0895,Spring 2021
Liberal Arts,SPC,Spanish Civilization,24.0,76.0,3.1667,Spring 2021
Liberal Arts,SPN,Spanish,2195.0,6752.4,3.0763,Spring 2021
Liberal Arts,SUS,Sustainability Studies,50.0,177.0,3.54,Spring 2021
Liberal Arts,T C,Tutorial Course,160.0,564.4,3.5275,Spring 2021
Liberal Arts,URB,Urban Studies,84.0,271.4,3.231,Spring 2021
Liberal Arts,URD,Urdu,10.0,23.99,2.399,Spring 2021
Liberal Arts,UTL,UTeach-Liberal Arts,27.0,100.34,3.7163,Spring 2021
Liberal Arts,WGS,Women's And Gender Studies,189.0,667.76,3.5331,Spring 2021
Natural Sciences,AST,Astronomy,930.0,2801.63,3.0125,Spring 2021
Natural Sciences,BCH,Biochemistry,1442.0,4783.65,3.3174,Spring 2021
Natural Sciences,BIO,Biology,8478.0,26072.18,3.0753,Spring 2021
Natural Sciences,C S,Computer Science,6839.0,18559.28,2.7137,Spring 2021
Natural Sciences,CH,Chemistry,8473.0,24164.19,2.8519,Spring 2021
Natural Sciences,HDF,Human Development And Family Sciences,1343.0,4643.96,3.4579,Spring 2021
Natural Sciences,M,Mathematics,7558.0,21341.63,2.8237,Spring 2021
Natural Sciences,MNS,Marine Science,94.0,288.04,3.0643,Spring 2021
Natural Sciences,NEU,Neuroscience,1056.0,3188.42,3.0193,Spring 2021
Natural Sciences,NSC,Natural Sciences,840.0,3068.13,3.6525,Spring 2021
Natural Sciences,NTR,Nutrition,2528.0,8577.5,3.393,Spring 2021
Natural Sciences,P S,Physical Science,248.0,744.4,3.0016,Spring 2021
Natural Sciences,PBH,Public Health,663.0,2265.46,3.417,Spring 2021
Natural Sciences,PHY,Physics,5476.0,16576.52,3.0271,Spring 2021
Natural Sciences,SDS,Statistics And Data Sciences,2349.0,7152.28,3.0448,Spring 2021
Natural Sciences,TXA,Textiles And Apparel,592.0,1902.47,3.2136,Spring 2021
Natural Sciences,UTS,UTeach-Natural Sciences,395.0,1226.02,3.1038,Spring 2021
Nursing,N,Nursing,1220.0,4317.38,3.5388,Spring 2021
Other,CSE,"Computational Science, Engineering, And Mathematics",79.0,265.34000000000003,3.3587,Spring 2021
Other,DSC,Data Science,432.0,1187.11,2.7479,Spring 2021
Other,EER,Energy And Earth Resources,33.0,113.0,3.4242,Spring 2021
Other,EMA,Energy Management,8.0,30.34,3.7925,Spring 2021
Other,ENM,Engineering Management,61.0,222.32,3.6446,Spring 2021
Other,GRG,Geography,1095.0,3069.61,2.8033,Spring 2021
Other,HCT,Health Care Transformation,42.0,163.34,3.889,Spring 2021
Other,LAW,Law,3203.0,10350.92,3.2316,Spring 2021
Other,PGS,Pharmacy Graduate Studies,5.0,14.01,2.802,Spring 2021
Other,STC,Science And Technology Commercialization,174.0,619.37,3.5596,Spring 2021
Pharmacy,PHM,Pharmacy PharmD,2703.0,9783.41,3.6195,Spring 2021
Social Work,S W,Social Work,992.0,3581.76,3.6106,Spring 2021
Undergraduate Studies,BDP,Bridging Disciplines,181.0,640.04,3.5361,Spring 2021
Undergraduate Studies,UGS,Undergraduate Studies,1952.0,6511.36,3.3357,Spring 2021
Architecture,ARC,Architecture,1478.0,5199.82,3.5181,Fall 2020
Architecture,ARI,Architectural Interior Design,159.0,532.37,3.3482,Fall 2020
Architecture,CRP,Community And Regional Planning,142.0,517.1,3.6415,Fall 2020
Architecture,LAR,Landscape Architecture,96.0,351.38,3.6602,Fall 2020
Business,ACC,Accounting,4895.0,14880.86,3.04,Fall 2020
Business,B A,Business Administration,3575.0,12489.37,3.4935,Fall 2020
Business,BGS,"Business, Government, And Society",414.0,1482.6,3.5812,Fall 2020
Business,FIN,Finance,3600.0,11102.06,3.0839,Fall 2020
Business,I B,International Business,319.0,964.46,3.0234,Fall 2020
Business,LEB,Legal Environment Of Business,1747.0,5344.02,3.059,Fall 2020
Business,MAN,Management,2779.0,9326.76,3.3562,Fall 2020
Business,MIS,Management Information Systems,2656.0,8862.98,3.337,Fall 2020
Business,MKT,Marketing,2857.0,9435.86,3.3027,Fall 2020
Business,O M,Operations Management,543.0,1754.28,3.2307,Fall 2020
Business,R E,Real Estate,124.0,436.34,3.5189,Fall 2020
Business,R M,Risk Management,285.0,1013.47,3.556,Fall 2020
Business,STA,Statistics,1610.0,4581.04,2.8454,Fall 2020
Communication,ADV,Advertising,3683.0,12945.47,3.5149,Fall 2020
Communication,CLD,Communication And Leadership,193.0,664.09,3.4409,Fall 2020
Communication,CMS,Communication Studies,2781.0,8650.13,3.1104,Fall 2020
Communication,COM,Communication,928.0,3377.69,3.6398,Fall 2020
Communication,J,Journalism,1354.0,4695.22,3.4677,Fall 2020
Communication,P R,Public Relations,746.0,2704.4,3.6252,Fall 2020
Communication,RTF,Radio-Television-Film,2610.0,8558.68,3.2792,Fall 2020
Communication,SLH,"Speech, Language, And Hearing Sciences",1161.0,4186.2,3.6057,Fall 2020
Education,ALD,Applied Learning And Development,699.0,2588.45,3.7031,Fall 2020
Education,EDC,Curriculum And Instruction,318.0,1162.12,3.6545,Fall 2020
Education,EDP,Educational Psychology,2243.0,8001.71,3.5674,Fall 2020
Education,ELP,Educational Leadership And Policy,125.0,450.06,3.6005,Fall 2020
Education,HED,Health Education,524.0,1796.18,3.4278,Fall 2020
Education,KIN,Kinesiology,2283.0,7427.09,3.2532,Fall 2020
Education,PED,Physical Education,735.0,2566.36,3.4916,Fall 2020
Education,SED,Special Education,614.0,2294.36,3.7367,Fall 2020
Engineering,ARE,Architectural Engineering,544.0,1945.62,3.5765,Fall 2020
Engineering,ASE,Aerospace Engineering,1227.0,3566.71,2.9069,Fall 2020
Engineering,BME,Biomedical Engineering,971.0,3342.8,3.4426,Fall 2020
Engineering,C E,Civil Engineering,1635.0,5223.04,3.1945,Fall 2020
Engineering,CHE,Chemical Engineering,1513.0,4722.61,3.1214,Fall 2020
Engineering,COE,Computational Engineering,274.0,890.6899999999999,3.2507,Fall 2020
Engineering,E E,Electrical Engineering,3907.0,11732.42,3.0029,Fall 2020
Engineering,E M,Engineering Mechanics,988.0,2451.74,2.4815,Fall 2020
Engineering,E S,Engineering Studies,50.0,178.67,3.5734,Fall 2020
Engineering,EVE,Environmental Engineering,60.0,199.38,3.323,Fall 2020
Engineering,G E,General Engineering,17.0,0.0,0.0,Fall 2020
Engineering,M E,Mechanical Engineering,3493.0,11411.31,3.2669,Fall 2020
Engineering,ORI,Operations Research And Industrial Engineering,120.0,331.04,2.7587,Fall 2020
Engineering,PGE,Petroleum And Geosystems Engineering,836.0,2669.46,3.1931,Fall 2020
Fine Arts,AET,Arts And Entertainment Technologies,893.0,3144.62,3.5214,Fall 2020
Fine Arts,ARH,Art History,1230.0,3973.83,3.2308,Fall 2020
Fine Arts,ART,Studio Art,420.0,1550.57,3.6918,Fall 2020
Fine Arts,DES,Design,488.0,1812.23,3.7136,Fall 2020
Fine Arts,ENS,Ensemble,341.0,1352.0,3.9648,Fall 2020
Fine Arts,F A,Fine Arts,88.0,301.04,3.4209,Fall 2020
Fine Arts,ITD,Integrated Design,243.0,850.0600000000001,3.4982,Fall 2020
Fine Arts,MUS,Music,2550.0,8814.37,3.4566,Fall 2020
Fine Arts,T D,Theatre And Dance,1225.0,4308.31,3.517,Fall 2020
Fine Arts,VAS,Visual Art Studies,14.0,54.67,3.905,Fall 2020
Geoscience,EVS,Environmental Science,39.0,149.0,3.8205,Fall 2020
Geoscience,GEO,Geological Sciences,1133.0,3572.98,3.1536,Fall 2020
Information,I,Informatics,227.0,726.73,3.2015,Fall 2020
Information,INF,Information Studies,229.0,852.46,3.7225,Fall 2020
Information,ISP,Information Security And Privacy,45.0,149.69,3.3264,Fall 2020
LBJ Public Affairs,P A,Public Affairs,949.0,3435.34,3.62,Fall 2020
Liberal Arts,AAS,Asian American Studies,42.0,149.03,3.5483,Fall 2020
